Time;BTC / USD Denominated Closing Price;BTC / Free Float Market Cap (USD);BTC / Realized Market Cap (USD);BTC / Free Float MVRV (Free Float Market Cap / Realized Market Cap);BTC / MVRV (Market Cap / Realized Market Cap)
20.06.2009;;;0;;
21.06.2009;;;0;;
22.06.2009;;;0;;
23.06.2009;;;0;;
24.06.2009;;;0;;
25.06.2009;;;0;;
26.06.2009;;;0;;
27.06.2009;;;0;;
28.06.2009;;;0;;
29.06.2009;;;0;;
30.06.2009;;;0;;
1.07.2009;;;0;;
2.07.2009;;;0;;
3.07.2009;;;0;;
4.07.2009;;;0;;
5.07.2009;;;0;;
6.07.2009;;;0;;
7.07.2009;;;0;;
8.07.2009;;;0;;
9.07.2009;;;0;;
10.07.2009;;;0;;
11.07.2009;;;0;;
12.07.2009;;;0;;
13.07.2009;;;0;;
14.07.2009;;;0;;
15.07.2009;;;0;;
16.07.2009;;;0;;
17.07.2009;;;0;;
18.07.2009;;;0;;
19.07.2009;;;0;;
20.07.2009;;;0;;
21.07.2009;;;0;;
22.07.2009;;;0;;
23.07.2009;;;0;;
24.07.2009;;;0;;
25.07.2009;;;0;;
26.07.2009;;;0;;
27.07.2009;;;0;;
28.07.2009;;;0;;
29.07.2009;;;0;;
30.07.2009;;;0;;
31.07.2009;;;0;;
1.08.2009;;;0;;
2.08.2009;;;0;;
3.08.2009;;;0;;
4.08.2009;;;0;;
5.08.2009;;;0;;
6.08.2009;;;0;;
7.08.2009;;;0;;
8.08.2009;;;0;;
9.08.2009;;;0;;
10.08.2009;;;0;;
11.08.2009;;;0;;
12.08.2009;;;0;;
13.08.2009;;;0;;
14.08.2009;;;0;;
15.08.2009;;;0;;
16.08.2009;;;0;;
17.08.2009;;;0;;
18.08.2009;;;0;;
19.08.2009;;;0;;
20.08.2009;;;0;;
21.08.2009;;;0;;
22.08.2009;;;0;;
23.08.2009;;;0;;
24.08.2009;;;0;;
25.08.2009;;;0;;
26.08.2009;;;0;;
27.08.2009;;;0;;
28.08.2009;;;0;;
29.08.2009;;;0;;
30.08.2009;;;0;;
31.08.2009;;;0;;
1.09.2009;;;0;;
2.09.2009;;;0;;
3.09.2009;;;0;;
4.09.2009;;;0;;
5.09.2009;;;0;;
6.09.2009;;;0;;
7.09.2009;;;0;;
8.09.2009;;;0;;
9.09.2009;;;0;;
10.09.2009;;;0;;
11.09.2009;;;0;;
12.09.2009;;;0;;
13.09.2009;;;0;;
14.09.2009;;;0;;
15.09.2009;;;0;;
16.09.2009;;;0;;
17.09.2009;;;0;;
18.09.2009;;;0;;
19.09.2009;;;0;;
20.09.2009;;;0;;
21.09.2009;;;0;;
22.09.2009;;;0;;
23.09.2009;;;0;;
24.09.2009;;;0;;
25.09.2009;;;0;;
26.09.2009;;;0;;
27.09.2009;;;0;;
28.09.2009;;;0;;
29.09.2009;;;0;;
30.09.2009;;;0;;
1.10.2009;;;0;;
2.10.2009;;;0;;
3.10.2009;;;0;;
4.10.2009;;;0;;
5.10.2009;;;0;;
6.10.2009;;;0;;
7.10.2009;;;0;;
8.10.2009;;;0;;
9.10.2009;;;0;;
10.10.2009;;;0;;
11.10.2009;;;0;;
12.10.2009;;;0;;
13.10.2009;;;0;;
14.10.2009;;;0;;
15.10.2009;;;0;;
16.10.2009;;;0;;
17.10.2009;;;0;;
18.10.2009;;;0;;
19.10.2009;;;0;;
20.10.2009;;;0;;
21.10.2009;;;0;;
22.10.2009;;;0;;
23.10.2009;;;0;;
24.10.2009;;;0;;
25.10.2009;;;0;;
26.10.2009;;;0;;
27.10.2009;;;0;;
28.10.2009;;;0;;
29.10.2009;;;0;;
30.10.2009;;;0;;
31.10.2009;;;0;;
1.11.2009;;;0;;
2.11.2009;;;0;;
3.11.2009;;;0;;
4.11.2009;;;0;;
5.11.2009;;;0;;
6.11.2009;;;0;;
7.11.2009;;;0;;
8.11.2009;;;0;;
9.11.2009;;;0;;
10.11.2009;;;0;;
11.11.2009;;;0;;
12.11.2009;;;0;;
13.11.2009;;;0;;
14.11.2009;;;0;;
15.11.2009;;;0;;
16.11.2009;;;0;;
17.11.2009;;;0;;
18.11.2009;;;0;;
19.11.2009;;;0;;
20.11.2009;;;0;;
21.11.2009;;;0;;
22.11.2009;;;0;;
23.11.2009;;;0;;
24.11.2009;;;0;;
25.11.2009;;;0;;
26.11.2009;;;0;;
27.11.2009;;;0;;
28.11.2009;;;0;;
29.11.2009;;;0;;
30.11.2009;;;0;;
1.12.2009;;;0;;
2.12.2009;;;0;;
3.12.2009;;;0;;
4.12.2009;;;0;;
5.12.2009;;;0;;
6.12.2009;;;0;;
7.12.2009;;;0;;
8.12.2009;;;0;;
9.12.2009;;;0;;
10.12.2009;;;0;;
11.12.2009;;;0;;
12.12.2009;;;0;;
13.12.2009;;;0;;
14.12.2009;;;0;;
15.12.2009;;;0;;
16.12.2009;;;0;;
17.12.2009;;;0;;
18.12.2009;;;0;;
19.12.2009;;;0;;
20.12.2009;;;0;;
21.12.2009;;;0;;
22.12.2009;;;0;;
23.12.2009;;;0;;
24.12.2009;;;0;;
25.12.2009;;;0;;
26.12.2009;;;0;;
27.12.2009;;;0;;
28.12.2009;;;0;;
29.12.2009;;;0;;
30.12.2009;;;0;;
31.12.2009;;;0;;
1.01.2010;;;0;;
2.01.2010;;;0;;
3.01.2010;;;0;;
4.01.2010;;;0;;
5.01.2010;;;0;;
6.01.2010;;;0;;
7.01.2010;;;0;;
8.01.2010;;;0;;
9.01.2010;;;0;;
10.01.2010;;;0;;
11.01.2010;;;0;;
12.01.2010;;;0;;
13.01.2010;;;0;;
14.01.2010;;;0;;
15.01.2010;;;0;;
16.01.2010;;;0;;
17.01.2010;;;0;;
18.01.2010;;;0;;
19.01.2010;;;0;;
20.01.2010;;;0;;
21.01.2010;;;0;;
22.01.2010;;;0;;
23.01.2010;;;0;;
24.01.2010;;;0;;
25.01.2010;;;0;;
26.01.2010;;;0;;
27.01.2010;;;0;;
28.01.2010;;;0;;
29.01.2010;;;0;;
30.01.2010;;;0;;
31.01.2010;;;0;;
1.02.2010;;;0;;
2.02.2010;;;0;;
3.02.2010;;;0;;
4.02.2010;;;0;;
5.02.2010;;;0;;
6.02.2010;;;0;;
7.02.2010;;;0;;
8.02.2010;;;0;;
9.02.2010;;;0;;
10.02.2010;;;0;;
11.02.2010;;;0;;
12.02.2010;;;0;;
13.02.2010;;;0;;
14.02.2010;;;0;;
15.02.2010;;;0;;
16.02.2010;;;0;;
17.02.2010;;;0;;
18.02.2010;;;0;;
19.02.2010;;;0;;
20.02.2010;;;0;;
21.02.2010;;;0;;
22.02.2010;;;0;;
23.02.2010;;;0;;
24.02.2010;;;0;;
25.02.2010;;;0;;
26.02.2010;;;0;;
27.02.2010;;;0;;
28.02.2010;;;0;;
1.03.2010;;;0;;
2.03.2010;;;0;;
3.03.2010;;;0;;
4.03.2010;;;0;;
5.03.2010;;;0;;
6.03.2010;;;0;;
7.03.2010;;;0;;
8.03.2010;;;0;;
9.03.2010;;;0;;
10.03.2010;;;0;;
11.03.2010;;;0;;
12.03.2010;;;0;;
13.03.2010;;;0;;
14.03.2010;;;0;;
15.03.2010;;;0;;
16.03.2010;;;0;;
17.03.2010;;;0;;
18.03.2010;;;0;;
19.03.2010;;;0;;
20.03.2010;;;0;;
21.03.2010;;;0;;
22.03.2010;;;0;;
23.03.2010;;;0;;
24.03.2010;;;0;;
25.03.2010;;;0;;
26.03.2010;;;0;;
27.03.2010;;;0;;
28.03.2010;;;0;;
29.03.2010;;;0;;
30.03.2010;;;0;;
31.03.2010;;;0;;
1.04.2010;;;0;;
2.04.2010;;;0;;
3.04.2010;;;0;;
4.04.2010;;;0;;
5.04.2010;;;0;;
6.04.2010;;;0;;
7.04.2010;;;0;;
8.04.2010;;;0;;
9.04.2010;;;0;;
10.04.2010;;;0;;
11.04.2010;;;0;;
12.04.2010;;;0;;
13.04.2010;;;0;;
14.04.2010;;;0;;
15.04.2010;;;0;;
16.04.2010;;;0;;
17.04.2010;;;0;;
18.04.2010;;;0;;
19.04.2010;;;0;;
20.04.2010;;;0;;
21.04.2010;;;0;;
22.04.2010;;;0;;
23.04.2010;;;0;;
24.04.2010;;;0;;
25.04.2010;;;0;;
26.04.2010;;;0;;
27.04.2010;;;0;;
28.04.2010;;;0;;
29.04.2010;;;0;;
30.04.2010;;;0;;
1.05.2010;;;0;;
2.05.2010;;;0;;
3.05.2010;;;0;;
4.05.2010;;;0;;
5.05.2010;;;0;;
6.05.2010;;;0;;
7.05.2010;;;0;;
8.05.2010;;;0;;
9.05.2010;;;0;;
10.05.2010;;;0;;
11.05.2010;;;0;;
12.05.2010;;;0;;
13.05.2010;;;0;;
14.05.2010;;;0;;
15.05.2010;;;0;;
16.05.2010;;;0;;
17.05.2010;;;0;;
18.05.2010;;;0;;
19.05.2010;;;0;;
20.05.2010;;;0;;
21.05.2010;;;0;;
22.05.2010;;;0;;
23.05.2010;;;0;;
24.05.2010;;;0;;
25.05.2010;;;0;;
26.05.2010;;;0;;
27.05.2010;;;0;;
28.05.2010;;;0;;
29.05.2010;;;0;;
30.05.2010;;;0;;
31.05.2010;;;0;;
1.06.2010;;;0;;
2.06.2010;;;0;;
3.06.2010;;;0;;
4.06.2010;;;0;;
5.06.2010;;;0;;
6.06.2010;;;0;;
7.06.2010;;;0;;
8.06.2010;;;0;;
9.06.2010;;;0;;
10.06.2010;;;0;;
11.06.2010;;;0;;
12.06.2010;;;0;;
13.06.2010;;;0;;
14.06.2010;;;0;;
15.06.2010;;;0;;
16.06.2010;;;0;;
17.06.2010;;;0;;
18.06.2010;;;0;;
19.06.2010;;;0;;
20.06.2010;;;0;;
21.06.2010;;;0;;
22.06.2010;;;0;;
23.06.2010;;;0;;
24.06.2010;;;0;;
25.06.2010;;;0;;
26.06.2010;;;0;;
27.06.2010;;;0;;
28.06.2010;;;0;;
29.06.2010;;;0;;
30.06.2010;;;0;;
1.07.2010;;;0;;
2.07.2010;;;0;;
3.07.2010;;;0;;
4.07.2010;;;0;;
5.07.2010;;;0;;
6.07.2010;;;0;;
7.07.2010;;;0;;
8.07.2010;;;0;;
9.07.2010;;;0;;
10.07.2010;;;0;;
11.07.2010;;;0;;
12.07.2010;;;0;;
13.07.2010;;;0;;
14.07.2010;;;0;;
15.07.2010;;;0;;
16.07.2010;;;0;;
17.07.2010;;;0;;
18.07.2010;0.08584;295959152;20265854008;1460383322;1460383322
19.07.2010;0.0808;279285.2;4463911468;6256512971;6256512971
20.07.2010;0.0747357288135593;25900040498983000;5741958659503720;4510663005;4510663005
21.07.2010;0.0791928626534191;27526647129701900;7176328941853980;3835756046;3835756046
22.07.2010;0.0584697603740503;20374957397545300;8107064742853560;251323482;251323482
23.07.2010;0.0605928696668615;21173572376388000;9130086543029710;231909876;231909876
24.07.2010;0.05454;191099979;1119382295880220;1707191365;1707191365
25.07.2010;0.050540618351841;17767048975406100;12429029315515600;1429480012;1429480012
26.07.2010;0.056;197542.8;15714029801331500;1257111018;1257111018
27.07.2010;0.058622016364699;20727865656312000;16701729117302400;1241061061;1241061061
28.07.2010;0.0589110987726476;20876915183050800;1759132025177180;1186773641;1186773641
29.07.2010;0.0699;248340717903;18339622984815200;1354121173;1354121185
30.07.2010;0.064657381648159;23030312575285600;1913944985019730;1203290207;1203290217
31.07.2010;0.0675457989479836;24127696910577000;2001822412445340;1205286581;1205286591
1.08.2010;0.0611;218982398167;20957413566182100;1044892288;1044892297
2.08.2010;0.06;2157659982;21628065495463700;997620422;99762043
3.08.2010;0.0600121507890123;2164908315634570;22540298233965900;960461256;960461264
4.08.2010;0.0570157802454705;20637431646603100;23375026391091900;88288378;882883787
5.08.2010;0.061;22146049817;24084725194966400;91950602;919506028
6.08.2010;0.0616713150204559;22435099149702600;24856599255450900;902581199;902581206
7.08.2010;0.0590039450613676;21510478034560300;25520343521543400;842875724;842875731
8.08.2010;0.0609;222622993173;26261929446622000;84770235;847702357
9.08.2010;0.0704;258019517888;27801267858971100;928085436;928085443
10.08.2010;0.0693387288135593;25479209081814300;28680293632845400;888387316;888387323
11.08.2010;0.067;24697874799;29621104445218400;833793178;833793184
12.08.2010;0.07;2587969979;30454315572588700;849787602;849787609
13.08.2010;0.0645;239156323065;31602546210452800;75676283;756762836
14.08.2010;0.0669964336645237;24935402444609700;32587217833419400;76518967;765189676
15.08.2010;0.0651179322033898;24303640051256300;3344615904998790;726649658;726649664
16.08.2010;0.0655;244943798035;34313663612689500;713837499;713837504
17.08.2010;0.07;2622234979;3491723498094610;750985861;750985867
18.08.2010;0.068;25518359796;35700178077261200;714796429;714796434
19.08.2010;0.0667;250755312999;3617523557007410;693168432;693168437
20.08.2010;0.0655;246876048035;3687948773065400;669412899;669412905
21.08.2010;0.0664;250842598008;3790447854238180;66177562;661775626
22.08.2010;0.0659289888953828;24976208310395300;3892990363519320;641568717;641568722
23.08.2010;0.06491;2465930880527;39613626373819400;622495617;622495622
24.08.2010;0.065;24763374805;4038075135435010;613247004;613247009
25.08.2010;0.0648;247571638056;41098499752861700;602386071;602386076
26.08.2010;0.0640751139684395;24547496344653600;4178517686892030;587469007;587469011
27.08.2010;0.065;24957399805;42501715488167700;587209234;587209239
28.08.2010;0.0646;248587258062;43045590814277;57749761;577497614
29.08.2010;0.064;24679679808;4358266066790340;566272904;566272908
30.08.2010;0.06497;2510213385509;44112333320639100;56905024;569050244
31.08.2010;0.06;2323709982;4475904942249870;519159815;519159819
1.09.2010;0.0620248275862069;2406997465530480;4525355865715640;531891311;531891315
2.09.2010;0.0634;246530898098;45779123578372900;538522538;538522542
3.09.2010;0.06085;2371141931745;4629512703237060;512179593;512179597
4.09.2010;0.062178275862069;24285279908292700;4686143475519900;518235945;518235949
5.09.2010;0.06165;2412980981505;4760295181469280;506897343;506897347
6.09.2010;0.0616;241589038152;4800984676450940;503207268;503207272
7.09.2010;0.0612391180596142;2406636082253040;48636959559310700;494816309;494816313
8.09.2010;0.061;24022714817;4914267540658020;488836121;488836125
9.09.2010;0.0611149707773232;24109244638601300;5027516855390920;479545774;479545778
10.09.2010;0.0610115242548218;24122431219215500;5081942490869080;474669504;474669508
11.09.2010;0.0636208649912332;25204995997039200;5132761371675860;49106113;491061134
12.09.2010;0.0615;244191898155;5198891341870780;469699946;469699949
13.09.2010;0.06218;2474235451346;5257154823698930;470641542;470641545
14.09.2010;0.06199;2472967051403;5323786032952600;464512855;464512859
15.09.2010;0.0604;241464098188;542093497322881;445428878;445428881
16.09.2010;0.0619;248138528143;5543336364946740;447633901;447633904
17.09.2010;0.0600005260081823;2411481122794690;5751553105828970;419274773;419274776
18.09.2010;0.061;24588794817;5826065797941100;422048011;422048014
19.09.2010;0.0627;253395778119;5899316831185080;429534106;429534109
20.09.2010;0.0621017358270018;25160828592683700;5961668601397030;422043395;422043399
21.09.2010;0.06265;2543683956205;6019098157439410;422602172;422602175
22.09.2010;0.061881870251315;25178804591560600;6079451903341250;414162411;414162414
23.09.2010;0.062153512565751;25362051383556900;6163356893490150;411497368;411497371
24.09.2010;0.0622;254519288134;6238911104571320;407954664;407954667
25.09.2010;0.06202;2544246441394;6308908160263970;403278408;403278411
26.09.2010;0.062;25497809814;6373326983517180;400070636;400070639
27.09.2010;0.0622004418468732;25651462031049100;6547896868982500;391751161;391751164
28.09.2010;0.0619038977206312;2559478536586040;6911555169893150;370318759;370318762
29.09.2010;0.06191;2564807461427;6981541859858990;367369775;367369778
30.09.2010;0.0619;256891188143;7161778529170960;358697476;358697479
1.10.2010;0.0619733138515488;25767264247277000;7213302712638250;357218673;357218676
2.10.2010;0.0614;255595918158;7825789309180040;326607206;326607208
3.10.2010;0.0610648684979544;25457332844917600;7861862625032950;323807907;32380791
4.10.2010;0.0612944769140853;25599944571668800;7915444649592860;323417644;323417646
5.10.2010;0.0614;256826988158;8101705625403730;317003604;317003606
6.10.2010;0.06281;2632618321157;8165149275262370;322421334;322421336
7.10.2010;0.067;28135979799;826770124922854;340312004;340312006
8.10.2010;0.0844531081239041;3553026686544830;8564939574856530;41483383;414833833
9.10.2010;0.0938;395366997186;8969986235853510;440766559;440766563
10.10.2010;0.0971462010520164;410335835709226;9202832173917560;445879951;445879954
11.10.2010;0.095;40202574715;9390546350007330;428117526;428117529
12.10.2010;0.0949;402338037153;9497999448032950;423602927;42360293
13.10.2010;0.104865589129164;44551096571037200;9790489160838620;455044644;455044647
14.10.2010;0.102;43438229694;9966450742118630;435844523;435844526
15.10.2010;0.105;44808749685;10316185477136400;434353859;434353862
16.10.2010;0.101;43232039697;1062250316071110;406985426;406985428
17.10.2010;0.102;43797779694;10780250778890700;40627793;406277933
18.10.2010;0.1024;440970236928;10942328669815200;402994875;402994877
19.10.2010;0.0975448918760959;42131101682029200;11064953972848100;380761653;380761656
20.10.2010;0.099;42890264703;11231789182218700;381864937;38186494
21.10.2010;0.107;46455654679;11587267257359000;400919851;400919854
22.10.2010;0.1025;445808371925;11667438734205500;382096176;382096178
23.10.2010;0.104556424313267;4556673496629560;11820619490539500;385485169;385485171
24.10.2010;0.11501;5024039300497;12124108746593300;414384216;414384219
25.10.2010;0.139118552893045;609130579668641;12459629466871900;488883382;488883386
26.10.2010;0.151;66297304547;12885179072845800;514523734;514523738
27.10.2010;0.1877;826105234369;13653314071454900;605058398;605058402
28.10.2010;0.1731;763743159807;14515617250729500;526152727;52615273
29.10.2010;0.19;8404269943;1491793246674840;563366939;563366942
30.10.2010;0.197610543541789;8765806041687050;1532149733232800;572124633;572124637
31.10.2010;0.1925;855633619225;1573546985362360;543761087;543761091
1.11.2010;0.194525061367621;8663562599772210;16001958191796200;541406401;541406405
2.11.2010;0.1938;864832494186;163697466053691;528311473;528311477
3.11.2010;0.1931;863543194207;16658813435895800;518370169;518370173
4.11.2010;0.229275160724722;10276227272479800;17979947147305600;571538236;57153824
5.11.2010;0.259112413793104;11641920673990400;186226366022925;625148894;625148898
6.11.2010;0.400982302746932;18059841813124300;22040184100795600;819405216;819405221
7.11.2010;0.34;15354229898;22804012772753300;673312634;673312638
8.11.2010;0.243184628872005;11015534061059800;239717895479292;459520723;459520726
9.11.2010;0.217272694330801;9865375257255370;242835462080723;406257602;406257605
10.11.2010;0.229549731151373;10446119546640600;24531442480008200;425825736;425825739
11.11.2010;0.2231;1017704108307;24798991008251500;410381256;410381259
12.11.2010;0.2682;1225700811954;25084925523664;488620471;488620474
13.11.2010;0.276;126442499172;2563651542560190;493212502;493212505
14.11.2010;0.27904;12818957996288;26228387410322700;488743658;488743661
15.11.2010;0.268464555815313;12359973836919700;27388932591424000;451276215;451276218
16.11.2010;0.225;103810499325;2760711097082770;376028116;376028119
17.11.2010;0.241939333722969;11192476414443300;27936387078327500;400641514;400641517
18.11.2010;0.269057790765634;12481590832900400;2838526232428690;43972082;439720823
19.11.2010;0.27829;12930744766513;2884315364763230;448312446;448312449
20.11.2010;0.283015964932788;13166751651663300;2926978995022570;449841002;449841005
21.11.2010;0.27675;12894612666975;2951085670668180;436944708;436944711
22.11.2010;0.285;133022324145;2982418894606580;446021598;446021601
23.11.2010;0.28295;13226356190115;30155862645450900;438599829;438599831
24.11.2010;0.282905736411455;1324932426848590;305565259199397;433600479;433600482
25.11.2010;0.28;13138579916;3104685731934110;423185503;423185505
26.11.2010;0.2844;1337263011468;3160317778580740;423141945;423141948
27.11.2010;0.283;133322714151;31926869225740500;41758781;417587813
28.11.2010;0.271358679135009;12807179818387800;32184373153741000;397931622;397931625
29.11.2010;0.230559456458212;1090569278076200;32333307194015500;33728974;337289742
30.11.2010;0.2082;986909633754;32494534508288000;303715578;30371558
1.12.2010;0.2275;1080533993175;3263337557075400;331113155;331113157
2.12.2010;0.255;121354499235;3329729442205170;364457537;36445754
3.12.2010;0.251060083576856;11971674480002500;33521457145398300;357134668;357134671
4.12.2010;0.205000526008182;9798820081164930;33703735958932100;290733944;290733946
5.12.2010;0.202850017533606;9720268504329090;3393928242907460;286401709;286401711
6.12.2010;0.204;97999559388;34591300258528;283306955;283306957
7.12.2010;0.233420385739334;11241175576601600;35164249136929500;319676258;31967626
8.12.2010;0.2388;1152866692836;3548298631760500;324906896;324906898
9.12.2010;0.199991694330801;9677398036975620;35697880033649100;271091673;271091675
10.12.2010;0.204;98863499388;35795447388502800;276190149;27619015
11.12.2010;0.228;110693999316;3604844263925720;307070129;307070131
12.12.2010;0.219853611922852;10692690276717700;3625013305775370;294969684;294969685
13.12.2010;0.227605236703682;11085740590607900;36567669870611400;303156877;303156879
14.12.2010;0.24669;12036375060993;3681224360482870;326966625;326966627
15.12.2010;0.24;11733479928;3722198753422120;315229807;315229808
16.12.2010;0.24996;12242040885012;3749987037941720;326455552;326455554
17.12.2010;0.242655815312683;11904451570628100;37706678909192700;315712015;315712017
18.12.2010;0.241;118426194277;37961969662072800;311960089;311960091
19.12.2010;0.2401;1182048307797;381667204292123;309706544;309706546
20.12.2010;0.267;131660369199;38724070186626300;339996205;339996207
21.12.2010;0.241436002337814;11929111367078200;3959574862579500;30127253;301272532
22.12.2010;0.25;12371874925;39812036433404400;310757149;310757151
23.12.2010;0.249970127995324;1238851946845720;40027026947413100;309503863;309503865
24.12.2010;0.248;123092319256;40240560266825100;305891167;305891168
25.12.2010;0.2499;1242452812503;40498406866052600;30679054;306790542
26.12.2010;0.264962127410871;13192596725362300;40758500773114100;323677183;323677185
27.12.2010;0.264785388661601;1320577400197870;4102797556632480;321872425;321872427
28.12.2010;0.281;140381979157;41366565331063200;339360974;339360976
29.12.2010;0.3;1501214991;4222649467303280;355514944;355514947
30.12.2010;0.3;1503749991;42599136029267200;353000115;353000117
31.12.2010;0.3;1506179991;4287992766192520;351255255;351255257
1.01.2011;0.3;1508894991;4318137335064460;349431913;349431915
2.01.2011;0.29997;15113688390009;4363393722588610;346374619;346374621
3.01.2011;0.295;148862899115;43961742197435800;338619199;338619201
4.01.2011;0.29895;15106690785315;44204590093957200;341744845;341744847
5.01.2011;0.298916302162478;1512800450461700;444948590646038;339994436;339994438
6.01.2011;0.298;151026399106;44760630085310100;337409011;337409013
7.01.2011;0.32;16243839904;4516411694877300;359662515;359662517
8.01.2011;0.3229;1641849620313;45567513452482100;360311436;360311438
9.01.2011;0.323;164499054031;45910595679618300;358303027;358303029
10.01.2011;0.32659;16659192507023;466917887509626;356790625;356790627
11.01.2011;0.32659;16687279247023;4803000444248220;347434472;347434474
12.01.2011;0.318799621274109;16315845721547700;4832701051746290;337613387;337613389
13.01.2011;0.3176;1628430470472;49120112866006700;331520099;331520101
14.01.2011;0.399990005844535;20544886545198700;5001902254198350;410741464;410741466
15.01.2011;0.386;198566118842;5046414642492550;393479595;393479597
16.01.2011;0.38679;19930901793963;5122667211477500;389072742;389072744
17.01.2011;0.3495;1804101514515;51775951385127700;348443914;348443916
18.01.2011;0.31299;16178453006103;52019360358100200;311008303;311008305
19.01.2011;0.31299;16204900661103;527399013247584;307260732;307260733
20.01.2011;0.39;20228324883;5340790486610180;378751515;378751517
21.01.2011;0.41991;21816213969027;5409101084965520;403324205;403324208
22.01.2011;0.44003552893045;22898128686943100;548422275556725;417527327;41752733
23.01.2011;0.4424;2305877266728;5604033420423340;411467437;411467439
24.01.2011;0.4199;2192549827403;5689235657247780;385385658;38538566
